0,0
H6G84_RS01130,2.396148
H6G84_RS04855,1.9064218
H6G84_RS00870,1.8893666
H6G84_RS08385,1.5093684
H6G84_RS09745,1.9896883
H6G84_RS01795,1.7505064
H6G84_RS12485,1.7813046
H6G84_RS02065,2.911092
H6G84_RS06260,2.6122897
H6G84_RS06060,1.5275137
H6G84_RS13065,1.4107616
H6G84_RS11535,0.9354534
H6G84_RS03740,0.6120166
H6G84_RS07270,2.193965
H6G84_RS04910,2.8125658
H6G84_RS10905,1.8073574
H6G84_RS04445,1.8245195
H6G84_RS08505,1.5889881
H6G84_RS11790,1.8378379
H6G84_RS11970,3.02566
H6G84_RS03125,1.8422184
H6G84_RS05250,2.2293391
H6G84_RS02260,1.9171302
H6G84_RS03380,3.4854498
H6G84_RS03180,2.7248158
H6G84_RS08955,1.7414747
H6G84_RS00080,2.512208
H6G84_RS01690,2.5434833
H6G84_RS07370,1.7781221
H6G84_RS07065,2.4508784
H6G84_RS10965,1.1678718
H6G84_RS12810,2.029424
H6G84_RS12160,2.2883737
H6G84_RS03615,1.94154
H6G84_RS03495,3.9649122
H6G84_RS04575,1.8379081
H6G84_RS10470,2.510535
H6G84_RS09475,1.8999519
H6G84_RS02855,1.0759758
H6G84_RS09500,1.8607812
H6G84_RS07175,2.0450354
H6G84_RS07330,1.863453
H6G84_RS08430,1.4040694
H6G84_RS07345,2.027235
H6G84_RS13685,1.6840266
H6G84_RS10475,3.1931064
H6G84_RS12900,2.2568612
H6G84_RS11420,1.6859778
H6G84_RS09950,1.7190768
H6G84_RS13525,1.749521
H6G84_RS05955,2.9208107
H6G84_RS04225,1.8355966
H6G84_RS02085,2.0562828
H6G84_RS12940,1.6071138
H6G84_RS02775,2.8662493
H6G84_RS13710,1.9974624
H6G84_RS09975,4.298445
H6G84_RS12045,2.0944166
H6G84_RS05285,2.0246322
H6G84_RS09205,2.2482984
H6G84_RS08960,2.075795
H6G84_RS09485,1.6928396
H6G84_RS03075,3.9529297
H6G84_RS12065,1.703771
H6G84_RS10085,1.7864156
H6G84_RS04325,1.8425924
H6G84_RS13220,0.9846968
H6G84_RS12550,1.6049583
H6G84_RS06495,3.3723445
H6G84_RS08425,2.5446517
H6G84_RS04755,2.5483124
H6G84_RS07975,2.2870674
H6G84_RS10220,0.9876924
H6G84_RS03585,1.7186754
H6G84_RS02710,2.7312677
H6G84_RS02820,2.0266635
H6G84_RS03685,2.0802402
H6G84_RS01595,1.4641348
