0,0
H6G84_RS01130,2.5624387
H6G84_RS04855,1.907425
H6G84_RS00870,1.9760591
H6G84_RS08385,1.7195188
H6G84_RS09745,1.9840127
H6G84_RS01795,1.7063395
H6G84_RS12485,1.7768996
H6G84_RS02065,2.872972
H6G84_RS06260,2.0254679
H6G84_RS06060,1.7019063
H6G84_RS13065,1.3393992
H6G84_RS11535,1.0394895
H6G84_RS03740,0.94469017
H6G84_RS07270,2.4466546
H6G84_RS04910,3.173294
H6G84_RS10905,1.7992108
H6G84_RS04445,1.8344214
H6G84_RS08505,1.6424618
H6G84_RS11790,1.8699397
H6G84_RS11970,3.1204193
H6G84_RS03125,1.9061232
H6G84_RS05250,2.2433746
H6G84_RS02260,2.0224113
H6G84_RS03380,3.8904116
H6G84_RS03180,3.131314
H6G84_RS08955,1.7433949
H6G84_RS00080,2.7496576
H6G84_RS01690,2.8094156
H6G84_RS07370,1.7863704
H6G84_RS07065,2.720702
H6G84_RS10965,1.0566057
H6G84_RS12810,2.05603
H6G84_RS12160,2.3723423
H6G84_RS03615,2.1927242
H6G84_RS03495,4.390143
H6G84_RS04575,1.9097667
H6G84_RS10470,2.9403865
H6G84_RS09475,1.9729301
H6G84_RS02855,1.0840918
H6G84_RS09500,1.9212258
H6G84_RS07175,2.2115395
H6G84_RS07330,1.9808954
H6G84_RS08430,1.4906639
H6G84_RS07345,2.2277558
H6G84_RS13685,1.7183715
H6G84_RS10475,3.6196213
H6G84_RS12900,2.2369847
H6G84_RS11420,1.7030419
H6G84_RS09950,1.6640725
H6G84_RS13525,1.6509697
H6G84_RS05955,2.8552785
H6G84_RS04225,1.8597376
H6G84_RS02085,2.232003
H6G84_RS12940,1.8447808
H6G84_RS02775,2.9382653
H6G84_RS13710,2.1531482
H6G84_RS09975,4.936845
H6G84_RS12045,2.2058477
H6G84_RS05285,2.1814718
H6G84_RS09205,2.4912896
H6G84_RS08960,1.9640114
H6G84_RS09485,1.6720173
H6G84_RS03075,4.4825506
H6G84_RS12065,1.6774771
H6G84_RS10085,1.7929671
