0,0
H6G84_RS01130,2.6295872
H6G84_RS04855,1.9173275
H6G84_RS00870,1.9994649
H6G84_RS08385,1.7570773
H6G84_RS09745,2.1138566
H6G84_RS01795,1.6953827
H6G84_RS12485,1.7898676
H6G84_RS02065,2.825537
H6G84_RS06260,1.980471
H6G84_RS06060,1.7677653
H6G84_RS13065,1.3089364
H6G84_RS11535,0.97687286
H6G84_RS03740,1.0476869
H6G84_RS07270,2.502137
H6G84_RS04910,2.7076247
H6G84_RS10905,1.6221056
H6G84_RS04445,1.8271871
H6G84_RS08505,1.4890707
H6G84_RS11790,1.8955181
H6G84_RS11970,3.2034032
H6G84_RS03125,1.9199185
H6G84_RS05250,2.1836617
H6G84_RS02260,2.0521493
H6G84_RS03380,3.9516144
H6G84_RS03180,3.2080092
H6G84_RS08955,1.6201298
H6G84_RS00080,2.7778652
H6G84_RS01690,2.4873457
H6G84_RS07370,1.800141
H6G84_RS07065,2.8108025
H6G84_RS10965,1.0845778
H6G84_RS12810,2.1085293
H6G84_RS12160,2.3846586
H6G84_RS03615,2.2234745
H6G84_RS03495,4.520522
H6G84_RS04575,1.446051
H6G84_RS10470,2.6718762
H6G84_RS09475,1.984232
H6G84_RS02855,1.098903
H6G84_RS09500,1.9739468
H6G84_RS07175,2.2269433
H6G84_RS07330,1.9481107
H6G84_RS08430,1.5131682
H6G84_RS07345,2.1136868
H6G84_RS13685,1.7538977
H6G84_RS10475,3.6870325
H6G84_RS12900,2.2379625
H6G84_RS11420,1.7387502
H6G84_RS09950,1.7292942
H6G84_RS13525,1.6409073
H6G84_RS05955,2.8663585
H6G84_RS04225,1.8679401
H6G84_RS02085,2.29612
H6G84_RS12940,1.8933254
H6G84_RS02775,2.9873958
H6G84_RS13710,2.17619
H6G84_RS09975,5.0850835
H6G84_RS12045,2.2394052
H6G84_RS05285,2.2089517
H6G84_RS09205,2.5904846
H6G84_RS08960,1.9386145
H6G84_RS09485,1.657522
H6G84_RS03075,4.659599
H6G84_RS12065,1.6792223
H6G84_RS10085,1.8007925
H6G84_RS04325,2.1112578
H6G84_RS13220,0.89935964
H6G84_RS12550,1.4057955
H6G84_RS06495,3.8362327
H6G84_RS08425,2.4260063
H6G84_RS04755,2.222351
H6G84_RS07975,2.4077988
H6G84_RS10220,1.0703703
H6G84_RS03585,1.7858622
H6G84_RS02710,3.0601451
H6G84_RS02820,2.388777
H6G84_RS03685,2.4908397
H6G84_RS01595,1.6529242
H6G84_RS12265,1.5761861
H6G84_RS08775,2.6180942
H6G84_RS09275,1.9478467
H6G84_RS03910,3.079962
H6G84_RS08910,1.7545402
H6G84_RS03915,2.0468256
H6G84_RS12060,1.7150449
H6G84_RS03905,1.8083699
H6G84_RS12285,2.0883317
H6G84_RS04530,2.207097
H6G84_RS04985,2.5890944
H6G84_RS07765,1.8528472
H6G84_RS00595,1.8708397
H6G84_RS01315,3.5906334
H6G84_RS04785,3.1940491
H6G84_RS11990,2.167045
H6G84_RS01735,1.7038839
H6G84_RS04070,1.6304747
H6G84_RS10325,1.5730878
H6G84_RS00810,3.1849656
H6G84_RS11685,2.401189
H6G84_RS00730,2.8020012
H6G84_RS13475,3.0007532
H6G84_RS05725,1.8767642
H6G84_RS12560,2.5268283
H6G84_RS07435,1.9395881
H6G84_RS09715,2.50047
H6G84_RS09525,1.8212854
H6G84_RS04830,4.4055853
H6G84_RS02765,1.846927
H6G84_RS08200,1.8303434
H6G84_RS05795,1.6833076
H6G84_RS08205,1.8656222
H6G84_RS12315,2.144292
H6G84_RS08765,2.8386722
H6G84_RS09960,3.01601
H6G84_RS00560,1.9753393
H6G84_RS03360,1.7134075
H6G84_RS08885,2.3089864
H6G84_RS04260,2.1338234
H6G84_RS13040,2.3239026
H6G84_RS12975,2.5501714
H6G84_RS06380,2.9148552
H6G84_RS04295,1.614668
H6G84_RS08525,3.07313
H6G84_RS02205,2.8823535
H6G84_RS11960,1.8181715
H6G84_RS06285,1.8421496
H6G84_RS12820,3.316484
H6G84_RS09935,2.3578005
H6G84_RS02020,2.0747325
H6G84_RS04505,2.7539482
H6G84_RS13470,2.4254708
H6G84_RS00820,1.1725965
H6G84_RS13300,1.6302285
H6G84_RS11200,1.9693408
H6G84_RS05575,1.8740692
H6G84_RS12735,2.3016376
