0,0
H6G84_RS01130,2.6210399
H6G84_RS04855,1.9067544
H6G84_RS00870,1.9874662
H6G84_RS08385,1.7338054
H6G84_RS09745,1.9949315
H6G84_RS01795,1.703873
H6G84_RS12485,1.7882773
H6G84_RS02065,2.8724563
H6G84_RS06260,2.048569
H6G84_RS06060,1.7343167
H6G84_RS13065,1.3584571
H6G84_RS11535,1.0934246
H6G84_RS03740,1.0201119
H6G84_RS07270,2.456989
H6G84_RS04910,2.692293
H6G84_RS10905,1.8022308
H6G84_RS04445,1.8386357
H6G84_RS08505,1.6676844
H6G84_RS11790,1.8818911
H6G84_RS11970,3.1199188
H6G84_RS03125,1.9130292
H6G84_RS05250,2.2385745
H6G84_RS02260,2.0302193
H6G84_RS03380,3.9197567
H6G84_RS03180,3.1634617
H6G84_RS08955,1.7593316
H6G84_RS00080,2.7630515
H6G84_RS01690,2.8023775
H6G84_RS07370,1.7978396
H6G84_RS07065,2.7466376
H6G84_RS10965,1.1071079
H6G84_RS12810,2.060783
H6G84_RS12160,2.3825972
H6G84_RS03615,2.2021658
H6G84_RS03495,4.46279
H6G84_RS04575,1.9052798
H6G84_RS10470,2.9366922
H6G84_RS09475,1.9787519
H6G84_RS02855,1.0935119
H6G84_RS09500,1.9637017
H6G84_RS07175,2.221589
H6G84_RS07330,1.9897007
H6G84_RS08430,1.5174885
H6G84_RS07345,2.1877012
H6G84_RS13685,1.7540607
H6G84_RS10475,3.644877
H6G84_RS12900,2.253048
H6G84_RS11420,1.7006483
H6G84_RS09950,1.7631387
H6G84_RS13525,1.654144
H6G84_RS05955,2.8744524
H6G84_RS04225,1.8626977
H6G84_RS02085,2.2488124
H6G84_RS12940,1.8587654
H6G84_RS02775,2.980772
H6G84_RS13710,2.1737044
H6G84_RS09975,4.9874563
H6G84_RS12045,2.21794
H6G84_RS05285,2.1879458
H6G84_RS09205,2.5121133
H6G84_RS08960,1.962076
H6G84_RS09485,1.6848724
H6G84_RS03075,4.5391026
H6G84_RS12065,1.6822999
H6G84_RS10085,1.8021858
H6G84_RS04325,2.0487578
H6G84_RS13220,0.9408715
H6G84_RS12550,1.7505552
H6G84_RS06495,3.80503
H6G84_RS08425,2.4392042
H6G84_RS04755,2.25616
H6G84_RS07975,2.398924
H6G84_RS10220,1.089365
H6G84_RS03585,1.7906815
H6G84_RS02710,3.0471823
H6G84_RS02820,2.2239285
H6G84_RS03685,2.4439662
H6G84_RS01595,1.6548572
H6G84_RS12265,1.6294231
H6G84_RS08775,2.650034
H6G84_RS09275,1.9441383
H6G84_RS03910,3.0575829
H6G84_RS08910,1.7711341
H6G84_RS03915,2.0387578
H6G84_RS12060,1.7250867
H6G84_RS03905,2.0162606
H6G84_RS12285,2.060991
H6G84_RS04530,2.2103293
H6G84_RS04985,2.59962
H6G84_RS07765,1.8588246
H6G84_RS00595,1.8621935
H6G84_RS01315,3.560772
H6G84_RS04785,3.1599548
H6G84_RS11990,2.1288586
H6G84_RS01735,1.7554895
H6G84_RS04070,1.7236786
H6G84_RS10325,1.7573832
H6G84_RS00810,3.284662
H6G84_RS11685,2.3812616
H6G84_RS00730,2.8257213
H6G84_RS13475,2.9628212
H6G84_RS05725,2.0341108
H6G84_RS12560,2.5227695
H6G84_RS07435,1.8901304
H6G84_RS09715,2.4789128
H6G84_RS09525,1.816266
H6G84_RS04830,4.363602
H6G84_RS02765,1.8454523
H6G84_RS08200,1.8263841
H6G84_RS05795,1.6570034
H6G84_RS08205,1.942226
H6G84_RS12315,2.1157317
H6G84_RS08765,2.7722993
H6G84_RS09960,2.993328
H6G84_RS00560,1.9435238
H6G84_RS03360,1.7065257
H6G84_RS08885,2.3260016
H6G84_RS04260,1.6155956
H6G84_RS13040,2.286274
H6G84_RS12975,2.5308926
H6G84_RS06380,2.9007144
H6G84_RS04295,1.5805627
H6G84_RS08525,3.2142308
H6G84_RS02205,2.8666954
H6G84_RS11960,1.830233
H6G84_RS06285,1.8634526
H6G84_RS12820,3.3476236
H6G84_RS09935,2.3311703
H6G84_RS02020,2.0597694
H6G84_RS04505,2.7113352
H6G84_RS13470,2.463228
H6G84_RS00820,1.2089303
H6G84_RS13300,2.3106318
H6G84_RS11200,1.9655129
H6G84_RS05575,1.8887273
H6G84_RS12735,2.4559793
H6G84_RS02950,2.4808989
H6G84_RS02410,2.9951882
H6G84_RS10655,3.7307649
H6G84_RS04975,1.2316536
H6G84_RS08225,2.4150128
H6G84_RS06980,4.5920267
H6G84_RS13700,3.1202133
H6G84_RS07445,4.2514925
H6G84_RS04365,2.4177737
H6G84_RS10335,1.5650235
H6G84_RS05805,2.477829
H6G84_RS05460,1.6215339
H6G84_RS01645,3.272335
H6G84_RS11285,2.0873168
H6G84_RS03975,2.0572584
H6G84_RS07055,2.0199857
H6G84_RS01390,3.8576458
H6G84_RS08975,2.2224216
H6G84_RS06645,2.6201937
H6G84_RS06185,1.5567919
H6G84_RS12555,4.25037
0,4.000619
1,1.2895676
2,0.38442525
3,1.5808407
4,3.5703797
5,0.819737
6,0.90421903
7,1.6830316
8,0.535895
9,1.1113032
10,2.6936982
11,0.6775133
12,4.1982117
13,4.189464
14,1.5437816
15,0.5955891
16,1.0520748
17,1.1871164
18,1.4058435
19,1.6483958
20,0.9553567
21,0.67409
22,3.357997
23,0.32325
24,1.0543945
25,0.7065789
26,0.9329324
27,1.9743866
28,3.8257346
29,3.6289728
30,1.634727
31,0.534685
32,0.53713953
33,0.66658753
34,2.5402548
35,2.0546465
36,0.569381
37,0.857763
38,0.79240745
39,3.476761
40,0.41613954
41,0.8028843
42,4.0533075
43,0.31428275
44,0.75159776
45,0.6598933
46,0.8311033
47,0.52214634
48,0.43069884
49,0.65468156
50,0.42256883
51,3.4903622
52,0.6994269
53,0.9406401
54,0.775374
55,0.9867957
56,1.0992265
57,0.88338614
58,0.22930017
P_aas,0.89119834
P_tesA,0.9732402
P_rpaA,1.5681599
P_kaiBC,0.85672325
P_rpaA_D53E,0.2946892
P_OX_plasmid,0.34544674
P_Subjective_dawn,0.71104544
P_Subjective_dusk,0.57159036
P_N (mg/L),1.7202028
P_np_kaiBC,1.1925985
P_p0050_kaiBC,0.44859195
P_rel,1.1878933
P_relA,0.5059029
P_relA_E335Q,0.30187255
P_Light(umol_photons_m-2_s-1),0.00049466046
P_sigF,0.58168167
P_rpoD2,1.3791735
P_rpoD6,1.3762903
P_rpoD5,1.3163207
P_pAM2991-xylEAB,0.23025292
P_pAM2991-galP,0.38824385
P_pilB::Tn5,0.50928783
P_BG-11,1.2220346
P_CM,0.8648744
P_Biofilm,0.35299754
